Source Name,Column Name,Data Type,Width,Hierarchy,Level,Locked,Measure,Analyze by Date,Unknown Value
SC-CRM User Access,Role,Varchar,10,Crm User Access,,False,False,False,
SC-CRM User Access,Entity Value,Varchar,10,Crm User Access,,False,False,False,
VBFA,VBFA_VBELV,Varchar,10,,,True,False,False,
VBFA,VBFA_POSNV,Integer,6,,,True,False,False,
VBFA,VBFA_VBTYP_V,Varchar,1,,,True,False,False,
VBFA,VBFA_VBELN,Integer,10,,,True,False,False,
VBFA,VBFA_POSNN,Integer,6,,,True,False,False,
VBFA,VBFA_VBTYP_N,Varchar,1,,,True,False,False,
VBFA,VBFA_ERDAT,Date,10,,,True,False,False,
VBFA,VBFA_AEDAT,Date,10,,,True,False,False,
